title,imdb_id,year,summary,people,decade,people_count,has_summary,language
Jio Pagla,tt8658520,2017.0,Jio Pagla is a 2017 Indian Bengali comedy film directed by Ravi Kinagi. The film is an adaptation of Sailesh Dey's Bengali play Joymakali Boarding.,Bonny Sengupta; Hiranmoy Chatterjee; Jisshu Sengupta; Koushani Mukherjee; Nispal Singh; Payel Sarkar; Ravi Kinagi; Rittika Sen; Soham Chakraborty; Srabanti Chatterjee,2010.0,10,True,
Local Kung Fu 2,tt6899304,2017.0,"Local Kung Fu 2 is an Indian Assamese language Kung fu Martial arts-comedy film. It is directed by Kenny Basumatary and produced by Durlov Baruah. It is the spiritual sequel to 2013 film Local Kung Fu. The film is based on William Shakespeare's The Comedy of Errors. The film-makers successfully raised money for post-production through crowdfunding and the film was released on April 19, 2017.",Kenny Basumatary,2010.0,1,True,Assamese
The Hungry,tt6354784,2017.0,The Hungry is a 2017 Indian drama film directed by Bornila Chatterjee. It was filmed by London-based cinematographer Nick Cooke. It was screened in the Special Presentations section at the 2017 Toronto International Film Festival and is a modern adaptation of Titus Andronicus by William Shakespeare.,Bornila Chatterjee,2010.0,1,True,
Natsamrat,tt5311546,2016.0,"Natasamrat is a 2016 Indian Marathi-language drama film starring Nana Patekar in the leading role. Based on a play of the same name written by playwright Kusumagraj, the film depicts the tragic family life of a stage actor who has retired from acting but is unable to forget his fond memories of theatre and the stage.",Ajit Parab; Mahesh Manjrekar; Mrunmayee Deshpande; Nana Patekar; Neha Pendse; Sandeep Pathak; Sunil Barve; Vikram Gokhale,2010.0,8,True,Marathi
Santheyalli Nintha Kabira,tt5933608,2016.0,"Santheyalli Nintha Kabira is a 2016 Indian Kannada-language epic biopic-drama film adapted from Bhisham Sahni's Hindi play Kabira Khada Bazaar Mein. The film is directed Indra Babu of Kabbadi fame. Original story by Bhisham Sahni was adapted and the screenplay is written in Kannada by Indra Babu and Gopal Wajpeyi. Starring Shiva Rajkumar as the protagonist Kabir, the film is about the life of the mystic 15th-century poet. It also stars Sanusha and Sarath Kumar in other pivotal roles. The film was launched on the Ugadi festival day of 2015 and is slated to release on 29 July 2016.",Shiva Rajkumar,2010.0,1,True,Kannada
Gujjubhai the Great,tt5016442,2015.0,"Gujjubhai The Great is a 2015 Gujarati comedy film directed by Ishaan Randeria. It is presented by Nakshatra Entertainment and produced by Devendra N. Patel in association with Siddharth Randeria Productions. The film is a comedy drama based on the super-hit franchise of Gujjubhai stage-plays. The film stars Siddharth Randeria, Jimit Trivedi, Swati Shah, Dipna Patel, Alekh Sangal, Sunil Vishrani, Khatera Hakimi and Dharmesh Vyas. The film was released on 18 September.",Siddharth Randeria,2010.0,1,True,
Katyar Kaljat Ghusali (film),tt5190958,2015.0,"Katyar Kaljat Ghusali is a 2015 Indian Marathi-language epic musical drama film based on a play by the same name. Directed by Subodh Bhave, the film stars Sachin Pilgaonkar, Shankar Mahadevan, and Subodh Bhave in lead roles. The film marks the directorial debut for Bhave, and the theatrical acting debut for Shankar Mahadevan. The original play, written by Purushottam Darvhekar, premiered in 1967 in Mumbai, where Hindustani classical vocalist Vasantrao Deshpande played one of the protagonists. In 2010, the play was relaunched with protagonists essayed by Rahul Deshpande, grandson of Vasantrao Deshpande and singer Mahesh Kale. The film's music is composed by Shankar–Ehsaan–Loy, and retained some of the songs from the original play composed by Jitendra Abhisheki.",Sachin Pilgaonkar; Shankar Mahadevan; Subodh Bhave,2010.0,3,True,Marathi
Kuch Kuch Locha Hai,tt4272420,2015.0,"Kuch Kuch Locha Hai, previously titled Patel Rap, is a 2015 Indian Hindi-language comedy film directed by Devang Dholakia and starring Sunny Leone, Ram Kapoor, Evelyn Sharma and Navdeep Chhabra in lead roles. The film is loosely inspired by the Gujarati comedy play Lage Raho Gujjubhai starring and directed by Siddharth Randeria. The film is presented by Magic Pictures and Entertainment Pvt Ltd. Asha Jhaveri is the associate producer of the film. The film marked the debut of actor Navdeep Chhabra. It was released on 8 May 2015. It received mostly negative reviews. The movie title can easily be confused with Kuch Kuch Hota Hai which was released in 1998.",Devang Dholakia; Evelyn Sharma; Ram Kapoor; Sunny Leone,2010.0,4,True,Hindi
Priyamanasam,tt7921216,2015.0,"Priyamanasam is a 2015 Indian Sanskrit-language drama film directed by Vinod Mankara. It is based on the life of writer Unnayi Variyar and his 17th-century kathakali play (attakatha) Nalacharitham. The play is a recension of Nala and Damayanti, an episode in the Indian epic Mahabharata.",Rajesh Hebbar; Vinod Mankara,2010.0,2,True,
Double Di Trouble,tt3948208,2014.0,"Double Di Trouble is a 2014 Indian Punjabi-language film directed by Smeep Kang, and starring Dharmendra, Gippy Grewal, Minissha Lamba, and Kulraj Randhawa as leads, along with Gurpreet Ghuggi, and Poonam Dhillon. The music of the film is by Jatinder Shah. The film is loosely based on the 1982 comedy film Angoor which was based on Shakespeare's play The Comedy of Errors and involves a father-son pair who discover their mirror images in a different city.",Avtar Gill; B. N. Sharma; Dharmendra; Gippy Grewal; Gurpreet Ghuggi; Karamjit Anmol; Kulraj Randhawa; Minissha Lamba; Poonam Dhillon; Smeep Kang,2010.0,10,True,Punjabi
Haggada Kone,tt4136714,2014.0,"Haggada Kone is a 2014 Indian Kannada language crime-drama film directed by Dayal Padmanabhan and stars Naveen Krishna in the lead role. The film is a modern-day adaptation of a play of the same name written by Parvathavani, and features Krishna as Channa, a prisoner awaiting his execution. The supporting cast features Srinivasa Murthy, Suchendra Prasad, Sihi Kahi Geetha, Tharun Sudhir and H. G. Dattatreya.",Dayal Padmanabhan,2010.0,1,True,Kannada
Haider (film),tt3390572,2014.0,"Haider is a 2014 Indian Hindi-language political crime thriller film directed by Vishal Bhardwaj, who co-produced it with Siddharth Roy Kapur, and written by Bhardwaj and Basharat Peer. It stars Shahid Kapoor, Tabu, Kay Kay Menon, Shraddha Kapoor and Irrfan Khan.",Aamir Bashir; Ashish Vidyarthi; Basharat Peer; Kay Kay Menon; Kulbhushan Kharbanda; Narendra Jha; Shahid Kapoor; Shania Junianatha; Shraddha Kapoor; Siddharth Roy Kapur; Tabu; Vishal Bhardwaj,2010.0,12,True,Hindi
Mr & Mrs 420,tt4038978,2014.0,"Mr & Mrs 420 is a 2014 Punjabi comedy film directed by Ksshitij Chaudhary and starring Yuvraj Hans, Jassi Gill, Babbal Rai, Binnu Dhillon and Jaswinder Bhalla in lead roles. It was released worldwide on 14 March 2014. A sequel titled Mr & Mrs 420 Returns was released on 15 August 2018. The film is an adaptation of Sailesh Dey's Bengali play Joymakali Boarding.",Ksshitij Chaudhary; Smeep Kang; Yuvraj Hans,2010.0,3,True,
Kaksparsh,tt2400377,2012.0,"Kaksparsh is a 2012 Indian Marathi period drama film directed by Mahesh Manjrekar and produced by Aniruddha Deshpande and Medha Manjrekar. The film stars Sachin Khedekar, Priya Bapat, Medha Manjrekar, Savita Malpekar and Ketaki Mategaonkar. Based on a short story by Usha Datar by the same name, the film depicts the tumultuous events in a Chitpavan Brahmin family, set around 1930–1950 in Konkan. The film was a commercial success and got critical acclaim for its direction, screenplay by Girish Joshi and also for the performances by its actors, especially Khedekar for his portrayal of Hari Damle as a head of the family.",Mahesh Manjrekar; Sachin Khedekar,2010.0,2,True,
OMG – Oh My God!,tt2283748,2012.0,"Oh My God! is a 2012 Indian Hindi-language satirical comedy drama film written and directed by Umesh Shukla and produced by Viacom 18 Motion Pictures, S Spice Studios, Grazing Goat Pictures, and Playtime Creations. The storyline is based on the Gujarati stage-play Kanji Virudh Kanji, itself inspired by the Australian film The Man Who Sued God. The film stars Mithun Chakraborty, Akshay Kumar and Paresh Rawal in leading roles, with Om Puri, Govind Namdeo, Poonam Jhawer, Puja Gupta, and Mahesh Manjrekar in supporting roles.",Akshay Kumar; Mithun Chakraborty; Om Puri; Paresh Rawal; Umesh Shukla,2010.0,5,True,Hindi
Poppins,tt2318992,2012.0,"Poppins is a 2012 Indian Malayalam-language anthology film directed by V. K. Prakash. It stars ten lead actors, appearing as five couples; the characters are played by Kunchacko Boban and Nithya Menen, Jayasurya and Meghna Raj, Indrajith and Padmapriya, Shankar Ramakrishnan and Mythili, and Siddique and Ann Augustine. The film was shot with two cameras at the same time by Jomon T. John and Arun.",Ann Augustine; Indrajith Sukumaran; Jayasurya Jayan; Kunchacko Boban; Meghana Raj; Mythili; Nithya Menen; Padmapriya Janakiraman; Shankar Ramakrishnan; Sidhique; V. K. Prakash,2010.0,11,True,Malayalam
Tasher Desh,tt2261700,2012.0,"Tasher Desh is a 2012 Bengali-language fantasy film directed by Q. The film has been described as a ""trippy adaptation"" of the 1933 Rabindrath Tagore play of the same name by Indian media. It begins with a nihilist playwright searching where the play, 'Tasher Desh' by Rabindranath Tagore is being played. He goes to major play theatres in Kolkata like The Academy of Fine Arts but no one has a show of Tasher Desh in the near time. He finally writes his own adapted script of the play by Tagore and completely immerses himself into it. Most of the dialogues and all the songs in the film are from the original play by Tagore while director Q is picturising himself as the playwright. It features Soumyak Kanti De Biswas, Anubrata Basu, Tillotama Shome, Rii, Joyraj Bhattacharjee, Tinu Verghis, and Immaduddin Shah in the lead roles. Tasher Desh made its international premiere on 11 November 2012 at the 7th Rome International Film Festival. The film had its release in India on 23 August 2013.",Anurag Kashyap; Qaushiq Mukherjee; Tillotama Shome,2010.0,3,True,Bengali
Melvilasom,tt1921019,2011.0,"Melvilasom is a 2011 Indian courtroom drama film directed by Madhav Ramadasan and written by Soorya Krishna Moorthy. It stars Suresh Gopi and Parthiban in the lead roles, and features Ashokan, Thalaivasal Vijay, Nizhalgal Ravi, Krishnakumar and Sanjay in other pivotal roles. An adaptation of Moorthy's stage play of the same name, which itself was based on the Hindi play Court Martial (1991) by Swadesh Deepak, the film reached theatres on 29 April 2011. It received wide critical acclaim upon release and got a dubbed release in Tamil as Ulvilaasam.",Ashokan; Madhav Ramadasan; Nizhalgal Ravi; R. Parthiepan; Soorya Krishnamoorthy; Suresh Gopi; Thalaivasal Vijay,2010.0,7,True,
Oriyardori Asal,tt3164130,2011.0,"Oriyardori Asal is a 2011 Indian Tulu language film directed by H. S. Rajashekar and starring Likith Shetty, Ramya Barna, Naveen D Padil, Aravind Bolar and Rekha Das in the lead roles. It is the most successful Tulu film till date. The film is based on the famous Tulu comedy drama with the same title, written by Vijayakumar Kodialbail. He also wrote the story, screenplay, dialogue and lyrics for the film.",Ramya Barna,2010.0,1,True,
Action Replayy,tt1396208,2010.0,"Action Replayy is a 2010 Indian Hindi-language science-fiction romantic comedy film directed by Vipul Amrutlal Shah and starring Akshay Kumar, Aishwarya Rai Bachchan and Aditya Roy Kapur. Neha Dhupia, Rannvijay Singh, Om Puri, Kirron Kher and Rajpal Yadav play supporting roles in the film. The film is an uncredited remake of the 1985 film Back to the Future. Director Vipul Amrutlal Shah however insists that it is an adaptation of a Gujarati play of the same name, and of H. G. Wells' The Time Machine.",Aditya Roy Kapur; Aishwarya Rai Bachchan; Akshay Kumar; Kirron Kher; Neha Dhupia; Om Puri; Vipul Amrutlal Shah,2010.0,7,True,Hindi
April Fool (2010 film),tt1756397,2010.0,"April Fool is a 2010 Malayalam comedy film directed by Viji Thampi, scripted by Jagadish, and produced by Santosh Damodar. It stars Jagadish, Siddique and Navya Natarajan in lead roles.",Francis Veber; Jagadish; Sidhique; Viji Thampi,2010.0,4,True,
City of Gold (2010 film),tt1608768,2010.0,"City of Gold is a 2010 Indian Hindi-language political thriller film. The film was Mahesh Manjrekar's 17th film, having previously directed critically acclaimed films such as Astitva and Viruddh... Family Comes First. It was adapted from Jayant Pawar's Marathi play, Adhantar, with Pawar going on to co-write the film's screenplay. The film explores the life of Mumbai's mill workers after the Mumbai mills shut down in response to the Great Bombay Textile Strike of the early 1980s.",Ankush Choudhary; Karan Patel; Mahesh Manjrekar; Sachin Khedekar; Sameer Dharmadhikari; Siddarth Jadhav,2010.0,6,True,Hindi
Natarang,tt1590129,2010.0,"Natarang, also spelled Natrang, is a 2010 Indian Marathi-language drama film directed by debutant Ravi Jadhav and starring Atul Kulkarni and Sonalee Kulkarni. Composer duo Ajay–Atul composed the original score and songs of the film.",Amit Phalke; Atul Kulkarni; Ravi Jadhav,2010.0,3,True,Marathi
All the Best: Fun Begins,tt1433905,2009.0,"All The Best: Fun Begins is a 2009 Indian Hindi-language comedy film directed by Rohit Shetty and produced by Ajay Devgn. An official adaptation of the English comedy play Right Bed, Wrong Husband published by Samuel French, Inc., it stars Ajay Devgn, Sanjay Dutt, Fardeen Khan, Bipasha Basu, Johny Lever, Sanjay Mishra and Mugdha Godse.",Ajay Devgn; Bipasha Basu; Fardeen Khan; Mugdha Godse; Robin Bhatt; Rohit Shetty; Sanjay Dutt,2000.0,7,True,Hindi
Paying Guests,tt1176961,2009.0,"Paying Guests is a 2009 Indian Hindi-language comedy drama film starring Ashish Chaudhary, Shreyas Talpade, Javed Jaffrey, Vatsal Seth, Celina Jaitly, Neha Dhupia, Riya Sen, Sayali Bhagat and Johnny Lever. A remake of the 1955 Bengali film Joy Maa Kali Boarding, it is directed by Paritosh Painter under Subhash Ghai's Mukta Arts banner. It is a comedy film revolving around four close friends who reside together in Pattaya.",Aashish Chaudhary; Celina Jaitly; Javed Jaffrey; Neha Dhupia; Paritosh Painter; Riya Sen; Shreyas Talpade; Subhash Ghai; Vatsal Sheth,2000.0,9,True,Hindi
The President Is Coming,tt1218038,2009.0,"The President Is Coming is a 2009 Indian English-language satirical mockumentary film directed by Kunaal Roy Kapur based on his play by the same title which premiered at the Royal Court/Rage Theatre Festival in Mumbai in January 2006. The film, written by Anuvab Pal, marks Kapur's debut as a director and features an ensemble cast including Konkona Sen Sharma as a Bengali writer and a social activist. The film explores a day in the life of six contestants who will stop at nothing as the US president is coming to town. Konkona plays Maya Roy, one of the six contestants who will represent New India in front of the President.",Anuvab Pal; Ira Dubey; Konkona Sen Sharma; Kunaal Roy Kapur; Rohan Sippy; Shernaz Patel,2000.0,6,True,
Don Muthu Swami,tt1446055,2008.0,"Don Muthu Swami is a 2008 Indian Hindi-language comedy-drama film directed by Ashim Samanta starring Mithun Chakraborty as the Don. The film is a remake of the 1991 American film Oscar, which itself was a remake of the 1967 French film Oscar.",Ashim Samanta; Hrishitaa Bhatt; Mithun Chakraborty; Rakesh Bedi; Rohit Roy; Shakti Kapoor; Shakti Samanta,2000.0,7,True,Hindi
Humne Jeena Seekh Liya,tt1127869,2008.0,"Humne Jeena Seekh Liya is a 2008 Indian coming of age drama and comedy film directed by Milind Ukey and starring Siddharth Chandekar, and Mrunmayee Deshpande. It was first released on 4 January 2008.",Milind Ukey,2000.0,1,True,
Mr. Garagasa,tt14254484,2008.0,Mr. Garagasa is a 2008 Indian Kannada-language comedy film written and directed by Dinesh Baboo and starring Komal in a lead role after a gap of fifteen years. The film is based on 1998 French comedy Le Dîner de Cons and its Hindi remake Bheja Fry (2007).,Anant Nag; Dinesh Baboo,2000.0,2,True,Kannada
Shaurya,tt1101665,2008.0,"Shaurya is a 2008 Indian Hindi-language legal drama film directed by Samar Khan and produced by Moser Baer. The film stars Kay Kay Menon, Rahul Bose, Javed Jaffrey, Deepak Dobriyal, and Minissha Lamba. The film is based on the 1991 Hindi play Court Martial by Swadesh Deepak and the 1992 American film A Few Good Men.",Deepak Dobriyal; Javed Jaffrey; Kay Kay Menon; Minissha Lamba; Rahul Bose; Samar Khan,2000.0,6,True,Hindi
The Last Lear,tt1039969,2008.0,"The Last Lear is a 2007 Indian English-language drama film directed by Rituparno Ghosh. The film won the National Award of India for Best Feature Film in English in 2007. The film stars Amitabh Bachchan, Preity Zinta, Arjun Rampal, Divya Dutta, Shefali Shah and Jisshu Sengupta. Shefali Shah won the Best Supporting Actress National Award for her role in the movie. It was produced by Arindam Chaudhuri of Planman Motion Pictures.",Amitabh Bachchan; Arindam Chaudhuri; Arjun Rampal; Divya Dutta; Jisshu Sengupta; Preity Zinta; Rituparno Ghosh; Shefali Shah,2000.0,8,True,
Bheja Fry (film),tt1014672,2007.0,"Bheja Fry is a 2007 Indian Hindi-language comedy film directed by Sagar Ballary and produced by Sunil Doshi. The film stars Rajat Kapoor, Vinay Pathak, Sarika, Milind Soman and Ranvir Shorey. It was released on 13 April 2007. It is based on the 1998 French film Le Dîner de Cons.",Milind Soman; Rajat Kapoor; Ranvir Shorey; Sagar Ballary; Sarika; Vinay Pathak,2000.0,6,True,Hindi
Sathyavan Savithri,tt14288528,2007.0,"Sathyavan Savithri is a 2007 Kannada comedy film directed by Ramesh Aravind and produced by Ajay Chandani for Ajay Films banner. The story written by Rajendra Karanth, is inspired by a famous French play Fleur de cactus by Pierre Barillet and Jean-Pierre Gredy which was also made in English as Cactus Flower (1969) and Hindi as Maine Pyaar Kyun Kiya? (2005).",Ramesh Aravind,2000.0,1,True,
Golmaal: Fun Unlimited,tt0495034,2006.0,"Golmaal: Fun Unlimited is a 2006 Indian Hindi-language coming-of-age buddy comedy film directed by Rohit Shetty, written by Neeraj Vora, and produced by Dhilin Mehta under Shree Ashtavinayak Cine Vision Limited and Parag Sanghvi under K Sera Sera Private Limited. The first installment of the Golmaal film series, it stars Ajay Devgn, Tusshar Kapoor, Arshad Warsi and Sharman Joshi along with Rimi Sen and Paresh Rawal. Golmaal was released on 14 July 2006. It is considered a modern cult film.",Ajay Devgn; Arshad Warsi; Dhillin Mehta; Neeraj Vora; Paresh Rawal; Rimi Sen; Rohit Shetty; Sharman Joshi; Tusshar Kapoor,2000.0,9,True,Hindi
Jery (film),tt5544998,2006.0,"Jery is a 2006 Indian Tamil-language romantic comedy film directed by S. B. Khanthan, produced by V. Vishwanathan, and written by Crazy Mohan. The film stars Jithan Ramesh as the titular character, while Shruthi Raj, Mumtaj, and Meera Vasudevan play the female leads. The music was composed by Ramesh Vinayakam with editing done by Krishnakumar. The film was released on 19 May 2006.",Crazy Mohan; Jithan Ramesh; Maadhu Balaji; Meera Vasudevan; Mumtaj; Raaghav; S. B. Khanthan; Shruthi Raj,2000.0,8,True,Tamil
Omkara (2006 film),tt0488414,2006.0,"Omkara is a 2006 Indian Hindi-language crime drama film adapted from William Shakespeare's Othello, co-written and directed by Vishal Bhardwaj. It stars an ensemble cast of Ajay Devgn, Kareena Kapoor, Saif Ali Khan, Konkona Sen Sharma, Vivek Oberoi and Bipasha Basu in lead roles. Bhardwaj also composed music for the film, including the background score, with lyrics by Gulzar. The film is set in Meerut, a city in Uttar Pradesh. It is the second film in Bhardwaj's trilogy of Shakespeare adaptations, which began with Maqbool (2003) and completed with Haider (2014).",Abhishek Chaubey; Ajay Devgn; Bipasha Basu; Kareena Kapoor Khan; Konkona Sen Sharma; Kumar Mangat Pathak; Naseeruddin Shah; Robin Bhatt; Saif Ali Khan; Vishal Bhardwaj; Vivek Oberoi,2000.0,11,True,Hindi
Girivalam (film),tt13776188,2005.0,"Girivalam is a 2005 Indian Tamil-language romantic thriller film written and directed by T. Shivraj. The film stars Shaam, Richard, Roshini and Anamica. It is a remake of the 2002 Hindi film Humraaz.",Richard Rishi; Shaam; Shivraj; Tanu Roy,2000.0,4,True,Tamil
Maine Pyaar Kyun Kiya?,tt0451803,2005.0,"Maine Pyaar Kyun Kiya is a 2005 Indian Hindi-language romantic comedy film directed by David Dhawan. It is a remake of the 1969 American film, Cactus Flower which was an adaptation of the 1965 play of the same name by Abe Burrows, itself based on the French play Fleur de cactus by Pierre Barillet and Jean-Pierre Gredy.",Arbaaz Khan; Arshad Warsi; David Dhawan; Dhillin Mehta; Katrina Kaif; Salman Khan; Sanjay Chhel; Sohail Khan; Sushmita Sen,2000.0,9,True,Hindi
Padri (film),tt10477814,2005.0,"Padri is a 2005 Konkani language film directed by Rajesh Fernandes and produced by Raymond Quadros. It stars Newton D'Souza and Arona Fernandes in the lead roles as protagonists and Kiran Kerkar, Thapan Acharya, and Annie Quadros in the supporting roles. Sundeep Malani plays a guest role in the film. The soundtrack and background score were composed by Wilfy Rebimbus. The film is based on a Goan play of the same title Padri, which was directed by Prince Jacob.",Prince Jacob,2000.0,1,True,
Paheli (2005 film),tt0451850,2005.0,"Paheli is a 2005 Indian Hindi-language fantasy film directed by Amol Palekar and produced by Gauri Khan. The film tells the story of a wife whose husband goes on a business trip and is visited by a ghost, disguised as her husband, who is in love with her and takes her husband's place. The supporting cast includes Anupam Kher, Amitabh Bachchan, Juhi Chawla and Suniel Shetty. Based on the Rajasthani short story ""Duvidha"" by Vijayadan Detha, it is a remake of the 1973 Hindi film Duvidha by Mani Kaul.",Amitabh Bachchan; Amol Palekar; Anupam Kher; Gauri Khan; Juhi Chawla; Naseeruddin Shah; Rajpal Yadav; Rani Mukerji; Shah Rukh Khan; Sunil Shetty,2000.0,10,True,Hindi
Suddha (film),tt0758438,2005.0,"Suddha, also called The Cleansing Rites, is an Indian film, the first-ever Tulu language film shot in the digital format. The 105-minute film was shot in 2004 in a village called Marnad near Mangalore, Karnataka, and was released in 2005. The film is an adaptation of the Tulu Sahitya Academy award-winning Tulu play called Bojja written by Mumbai-based playwright, Narayana Nandalike. Suddha was produced by three Mumbai Tuluvas Mohan Marnad, Surendra Kumar and Ramchandra PN. It was directed by Ramchandra PN, a graduate of the Film and Television Institute of India, Poona. Suddha was his first feature-length film.",Ramchandra P. N.,2000.0,1,True,
Waqt: The Race Against Time,tt0390614,2005.0,"Waqt: The Race Against Time or simply known as Waqt is a 2005 Indian Hindi-language drama film directed and produced by Vipul Amrutlal Shah. Based on a Gujarati play by Aatish Kapadia, the film stars an ensemble cast of Amitabh Bachchan, Akshay Kumar, Priyanka Chopra, Shefali Shetty Shah, Rajpal Yadav and Boman Irani. It follows the journey of Ishwar Chandra Thakur (Bachchan), an old rich businessman who unexpectedly turns very strict to his spoiled son Aditya Thakur (Kumar) to teach him life lessons before it is too late.",Akshay Kumar; Amitabh Bachchan; Boman Irani; Priyanka Chopra; Shefali Shah; Vipul Amrutlal Shah,2000.0,6,True,Hindi
Perazhagan,tt0422934,2004.0,"Perazhagan is a 2004 Indian Tamil-language comedy drama film directed by Sasi Shanker and produced by AVM Productions. It is a remake of the director's 2002 Malayalam film Kunjikoonan which itself was adapted from the play Vikalanga Varsham by Benny P. Nayarambalam. The film stars Suriya and Jyothika, each in dual roles, while Vivek, Manorama, Bobby, Thalaivaasal Vijay, and Devan play supporting roles. The music was composed by Yuvan Shankar Raja with cinematography by R. Rathnavelu and editing by Anthony. The film released on 7 May 2004. For his performance, Suriya won the Filmfare Award for Best Actor – Tamil and Jyothika won the Tamil Nadu State Film Award for Best Actress.",Jyothika; M. Saravanan; Manobala; Manorama; Sasi Shanker; Suriya; Thalaivasal Vijay; Vivek,2000.0,8,True,Tamil
